"","temp","N","P","NPratio","Ncat","Ratiocat","GPP","NEP","ER","Nup","Nfix","Nfixers","nonNfixers","AFDM"
"1",2.8203349816111,0.11,0.36,0.31,"0.11","low",8.91783483409615,8.5730486735314,7.68555920660685,5.40604545309673,3.32965023042126,2.14190139931999,-2.17436779519329,2.13979484641631
"2",2.98787416533583,0.11,0.36,0.31,"0.11","low",8.62531804883828,8.2820291531586,7.38939616566749,6.22379267457589,4.11787505965555,1.82726899975958,-0.878736039246852,1.87189339446059
"3",2.60497405945933,3.68,0.36,10.22,"3.68","high",10.5244764246008,10.2409768664017,9.12552852453783,7.24672279409064,2.18122423597365,-4.02185405460201,3.61652594199474,3.61346601482406
"4",2.13400982969783,3.68,0.36,10.22,"3.68","high",10.9012354822976,9.64944882822837,10.5643724528564,6.72444689467404,2.7362210781615,-4.02185405460201,2.84127954811555,2.83462411315923
"5",2.98787416533583,3.68,0.36,10.22,"3.68","high",10.0934079404862,9.78817160000099,8.757999896003,6.95091649985781,3.65251180990602,-0.631785042540163,3.07929912229509,3.09753045161503
"6",2.60497405945933,3.68,3.94,0.93,"3.68","low",9.76392901200591,9.47489398038795,8.38168257994394,7.52347532228003,2.67906266413092,-4.02185405460201,3.37805430125979,3.37416870927423
"7",2.60497405945933,0.11,0.36,0.31,"0.11","low",8.09482565814505,7.71541216993219,6.94198117242001,5.62629000333606,2.86220088092947,1.02444021035707,-0.951752120152314,1.11185751541813
"8",2.98787416533583,3.68,0.36,10.22,"3.68","high",10.8393545519714,10.3533711212403,9.88460362066005,7.45177525457694,0.998528830005864,-0.0202307179138972,3.50093493284452,3.52620757174299
"9",2.39555599245073,3.68,0.36,10.22,"3.68","high",8.19868323046684,7.64266518807331,7.346568152299,4.73795231561018,0.305381649445919,-4.02185405460201,1.2639685225416,1.23132334490873
"10",2.98787416533583,3.68,3.94,0.93,"3.68","low",10.0049765028172,9.48890062206933,9.09650983071254,5.75038458328501,1.56563528983541,0.0679461865700263,3.07700308833365,3.11936483399927
"11",2.39555599245073,0.11,0.36,0.31,"0.11","low",7.64216726260016,7.46737106691756,5.81190733219791,5.18034072508876,1.8152899666615,0.559935571085078,-2.17436779519329,0.549646256897955
"12",2.8203349816111,3.68,3.94,0.93,"3.68","low",10.4798349570377,10.0123460789644,9.49480034754457,6.90784867662044,0.826678573309468,0.503997031911319,3.7083505377301,3.7450281917357
"13",2.39555599245073,3.68,3.94,0.93,"3.68","low",9.59274079891575,8.9457235724554,8.85123234621734,6.12286631036829,0.53899650056602,0.054880258034715,3.51725049519907,3.5443298692466
"14",2.13400982969783,0.11,0.36,0.31,"0.11","low",8.01178258159301,7.45106172854702,7.16595624431903,5.10825598503702,0.762140052113564,-4.02185405460201,1.04315595487949,1.0022775842176
"15",2.13400982969783,3.68,3.94,0.93,"3.68","low",8.59139507903119,8.38534106027117,6.91051962066657,6.33707034105001,-1.02961941758116,-4.02185405460201,1.7169353432615,1.69630527905473
"16",2.60497405945933,0.11,0.36,0.31,"0.11","low",8.14670604524631,7.67527300239967,7.16825461709345,5.31335477092739,2.50260622653652,0.608445702788712,-1.48122061463335,0.659245628884267
"17",2.98787416533583,0.11,0.36,0.31,"0.11","low",9.20226557900774,8.67226256677064,8.31406850700693,7.22449881254613,4.3354215814472,1.96129402382664,-2.17436779519329,1.95876996319758
"18",2.8203349816111,3.68,3.94,0.93,"3.68","low",10.7067441058119,10.1718258767206,9.82553770072782,7.4045301613863,1.87180217690159,-2.42077147248261,1.96516360597721,1.95915537580534
"19",2.8203349816111,0.11,0.36,0.31,"0.11","low",9.37872999256025,9.05235268335347,8.10027465084747,6.33476644253184,3.01693448127452,1.56144116076502,-2.17436779519329,1.55767391904988
"20",2.8203349816111,3.68,0.36,10.22,"3.68","high",9.95506465159232,9.57961937321236,8.79356587847145,7.27773070949272,0.998528830005864,-4.02185405460201,3.10842146871646,3.103330284152
"21",2.13400982969783,3.68,0.36,10.22,"3.68","high",9.60269033613719,9.46986751099131,7.51827471420254,6.3987427928216,0.887303195177373,-0.832575445611575,2.31469862698974,2.34422595215312
"22",2.60497405945933,3.68,0.36,10.22,"3.68","high",10.4469311948515,10.0766913822329,9.27391200051122,7.54430196897517,0.794929874740855,-0.713404685297183,3.49301135260226,3.50385023490838
"23",2.39555599245073,3.68,0.36,10.22,"3.68","high",8.3793420519339,7.54417647795453,7.81052946696177,5.40163137734258,1.84957904009441,-1.00401437202447,0.845643280465654,0.941678410358627
"24",2.60497405945933,3.68,3.94,0.93,"3.68","low",10.4286841686468,10.0013637890173,9.37239963719452,7.2965889218206,1.02450431661695,0.498412662746746,3.84281639910153,3.87476133210265
"25",2.13400982969783,0.11,0.36,0.31,"0.11","low",6.99999883285564,6.65286302935335,5.77340765708134,5.78116475977267,1.7676619176246,-0.0850037547802122,-0.882187960380949,0.182975926643055
"26",2.39555599245073,3.68,3.94,0.93,"3.68","low",8.53212230870542,7.99519426716448,7.65375052167663,5.35129838300614,2.65424749480773,-2.41222821035804,2.33061110169006,2.32652034568907
"27",2.8203349816111,3.68,0.36,10.22,"3.68","high",10.40268112292,9.82496278924354,9.57902124297784,6.91427497351024,1.77978327825363,-0.214575722706727,3.32160265140953,3.3456846717319
"28",2.39555599245073,0.11,0.36,0.31,"0.11","low",7.11439548872056,7.06190595909511,4.14112395423876,5.31022125627869,2.28819635552745,-4.02185405460201,-0.106464648022916,-0.241655304829501
"29",2.13400982969783,3.68,3.94,0.93,"3.68","low",8.98790280517125,8.8610566380518,6.86036983708823,6.50018327402474,2.07944154167984,-4.02185405460201,2.8033167435908,2.79640290033904
"30",2.98787416533583,3.68,3.94,0.93,"3.68","low",11.0900608599886,9.22833015510209,10.9211646505668,7.00834079244084,2.91777073208428,0.227995529408088,3.9603467751383,3.98154906807675
"31",2.820687271108,0.11,0.36,0.31,"0.11","low",8.42579780866468,7.99975876789501,7.36710547577544,5.9919598276863,2.42353770379145,2.52396120976267,-2.17436779519329,2.52252406477074
"32",2.95223006703481,0.11,0.36,0.31,"0.11","low",8.04146385894801,7.72763228108463,6.72974965469799,6.57063402897729,2.70327692244525,2.05464458648971,-0.708187724594708,2.09985672642243
"33",2.58717348720433,3.68,0.36,10.22,"3.68","high",9.523639681129,9.17407484679839,8.3028773430244,7.23352966207471,1.33123458401233,-4.02185405460201,3.21271609260994,3.20813029793041
"34",2.06795458625111,3.68,0.36,10.22,"3.68","high",8.44230720172535,8.24591987358456,6.71805361494745,6.81656935654441,1.58045037553144,-4.02185405460201,2.88183617396461,2.87544610767948
"35",2.95223006703481,3.68,0.36,10.22,"3.68","high",9.17466332925559,8.66038594252662,8.26352800412231,7.48726278156187,2.18925640773504,-0.612012878123587,3.09964811096655,3.11798530388183
"36",2.58717348720433,3.68,3.94,0.93,"3.68","low",9.00175232743587,8.74583629833393,7.51361580102961,6.64665435055951,1.8935421635595,-4.02185405460201,2.86270818080255,2.85619430609458
"37",2.58717348720433,0.11,0.36,0.31,"0.11","low",7.93707501233401,7.52154885284226,6.85828615136918,6.94723884700913,1.7676619176246,1.69275566053409,-0.43577356406986,1.78332399040695
"38",2.95223006703481,3.68,0.36,10.22,"3.68","high",9.70438728438502,9.60083490953546,7.38538009556263,7.06000530055946,1.88273124736856,-0.137573436402304,3.38170630406933,3.40654306798691
"39",2.36595285624948,3.68,0.36,10.22,"3.68","high",8.31377037017217,7.99201879089729,7.0232288445309,6.32795195754264,1.38629436111989,-4.02185405460201,1.12453856561526,1.0869161071748
"40",2.95223006703481,3.68,3.94,0.93,"3.68","low",9.72477108126531,9.19552528614328,8.83548962798282,6.79575111732228,3.48343547985527,-0.0597842831249174,2.94767751890468,2.98931170575107
"41",2.36595285624948,0.11,0.36,0.31,"0.11","low",7.2424597010825,6.94951800751336,5.87178023110055,5.74196041033162,1.43848011422266,0.491079777377745,-2.17436779519329,0.480052965098737
"42",2.820687271108,3.68,3.94,0.93,"3.68","low",9.25642100687477,8.74364010413936,8.34305604374716,6.44811262370969,2.30970256062107,0.188010038327106,3.3893391526215,3.42496599025651
"43",2.36595285624948,3.68,3.94,0.93,"3.68","low",8.22020468385659,7.8803359920066,6.97588272409569,5.26228153546926,1.58045037553144,-1.85227594564242,1.52751610702841,1.53298874027069
"44",2.06795458625111,0.11,0.36,0.31,"0.11","low",6.35862968899195,5.6431578529231,5.68731963774614,5.64136280654106,1.02450431661695,-4.02185405460201,0.510425543744645,0.439750586074708
"45",2.06795458625111,3.68,3.94,0.93,"3.68","low",8.12188127394024,7.8322840436923,6.7413104770867,5.85792825618575,1.27296567569289,-4.02185405460201,1.5868814167207,1.56335208823875
"46",2.58717348720433,0.11,0.36,0.31,"0.11","low",8.24240343342194,7.98029532746123,6.77521202872695,5.5954642764013,1.3682758557263,1.57561767676252,-0.880585807253381,1.63250318536509
"47",2.95223006703481,0.11,0.36,0.31,"0.11","low",8.99995235693285,8.73258619653429,7.55010985926,6.55542001570736,2.89433215903321,2.05544589899325,-2.17436779519329,2.05314889972491
"48",2.820687271108,3.68,3.94,0.93,"3.68","low",9.35175113482122,9.01785706487994,8.09251351843329,7.73021699251056,1.33123458401233,-2.30672990420204,2.10397316570248,2.10006082888257
"49",2.820687271108,0.11,0.36,0.31,"0.11","low",8.97769558541403,8.72402800471722,7.4818108873751,6.60858138725549,3.88303546852548,3.27970446201327,-2.17436779519329,3.27902974768794
"50",2.820687271108,3.68,0.36,10.22,"3.68","high",9.32094904049639,8.89690047515736,8.25849865592914,7.37552068464822,1.31218638888925,-4.02185405460201,3.51219239368969,3.50879539226017
"51",2.06795458625111,3.68,0.36,10.22,"3.68","high",8.70373198216526,8.32860202160869,7.54154082663178,6.81591259260787,1.23214368141763,-0.638295974054841,2.51448228036691,2.54606446276609
"52",2.58717348720433,3.68,0.36,10.22,"3.68","high",9.41779048876066,9.05772038284396,8.22169518678897,7.41443339210434,1.29276830314828,-0.456681894896178,3.75748666937842,3.769131370671
"53",2.36595285624948,3.68,0.36,10.22,"3.68","high",7.81098531147258,7.35404238161056,6.8080018515168,6.38473826867919,1.27296567569289,-1.01734783400509,0.832308321371971,0.927654490524471
"54",2.58717348720433,3.68,3.94,0.93,"3.68","low",9.85403080581991,9.49549167097063,8.65439431299126,7.60778028647171,1.29276830314828,0.6866944878662,4.03256322031753,4.0649302002466
"55",2.06795458625111,0.11,0.36,0.31,"0.11","low",5.3377825089126,4.56004975066454,4.72262083040863,5.28306179886947,1.62362254734155,0.979978968166121,-0.00416851147831162,1.26091271429565
"56",2.36595285624948,3.68,3.94,0.93,"3.68","low",7.87972252665196,7.45866733279115,6.81157967293453,3.93625136197567,1.31218638888925,-3.3287069205458,0.976715286619685,0.939990982317347
"57",2.820687271108,3.68,0.36,10.22,"3.68","high",9.36332409583224,8.81607154211716,8.49930050374362,7.65124996566288,1.51982575365066,-0.399686431865553,3.1327194759833,3.15594454475985
"58",2.36595285624948,0.11,0.36,0.31,"0.11","low",6.93033578000025,6.41634774110209,6.01876999789589,5.39069176114906,1.25276296849537,-4.02185405460201,0.654531084588847,0.593636189691005
"59",2.06795458625111,3.68,3.94,0.93,"3.68","low",8.69620534612496,8.54151618604777,6.75352000356011,6.59576550578858,1.33123458401233,-4.02185405460201,2.70404753444267,2.69640937550096
"60",2.95223006703481,3.68,3.94,0.93,"3.68","low",9.22428625156693,8.2483280627257,8.75134855389519,6.94257808164246,1.90423745261219,-0.136329555261249,3.5906116334989,3.610842234105
